1991,1992,1993,1994
0.086801094,0.033932437,-0.034843907,-0.065031549
0.56071511,0.507202412,0.418133603,0.39782924
-0.475244302,-0.49174663,-0.555689128,-0.59355771
-0.510164282,-0.542567567,-0.606195331,-0.654418298
0.504177999,3.554870476,2.713009213,2.017041206
0.722012162,0.713662469,0.755893837,0.753383203
-0.899272632,-0.918960131,-0.981835218,-1.030792989
-0.305632969,-0.201114397,0.320277834,0.562793466
-0.94416975,-0.925312748,-0.437315214,-0.263629258
0.382789497,0.492909024,0.441808386,0.236068203
-0.641529922,-0.641033132,-0.603038694,-0.753717153
-1.060569684,-0.925312748,-0.563580722,-0.311677091
-0.959135455,-0.968192914,-1.027606465,-1.070832849
-0.047890259,-0.147117151,0.001457426,0.224857042
-0.962461168,-0.971369223,-1.051281247,-1.102864738
-0.781209842,-0.796672252,-0.866617942,-0.907470218
-0.844398378,-0.841140572,-0.901340957,-0.939502106
0.635543639,1.21869553,1.314618711,0.729359287
-1.042278265,-1.044424319,-1.114414002,-1.142904598
0.813469252,1.14087597,0.733797373,0.894323513
1.708085887,1.695141814,1.775487815,1.996220479
-1.11045537,-0.718852692,0.067746818,0.729359287
0.402743771,0.327740979,0.269771631,0.457088234
-0.718021307,-0.693442224,-0.787701999,-0.827390496
-0.16096448,-0.191585471,-0.322097938,-0.332497818
2.559468261,2.4320454,2.599370256,2.359782414
-0.428684328,-0.439337539,-0.513074519,-0.515079583
-0.975764017,-0.980898148,-1.051281247,-1.091653577
1.087840525,1.377510958,1.68710196,2.074698606
-0.275701558,-0.307520733,-0.371025823,-0.404569568
0.505840856,0.567552275,0.522302647,0.344976624
0.327915242,0.397619767,0.54597743,0.500331284
-0.914238338,-0.764909166,-0.686689593,-0.699262942
-0.219164447,-0.19476178,-0.109024893,-0.108274599
-0.34055295,-0.520333407,-0.565159041,-0.380545651
-0.816129822,-0.834787954,-0.849256435,-0.856219196
-0.111078794,-0.147117151,-0.350507677,-0.521485961
0.036915408,-0.002595112,-0.042735501,-0.069836332
-0.723009875,-0.744263161,-0.809798463,-0.853016007
2.12712565,1.973068813,1.893861729,1.896921624
0.472583732,0.288037122,-0.042735501,0.000633822
-0.360507224,-0.418691533,-0.486243099,-0.519884366
0.663812195,0.569140429,0.492314589,0.460291423
-0.317272963,-0.587035887,-0.650388259,-0.672035837
1.458657458,1.401333272,1.349341725,1.206634426
0.103429656,0.068871831,0.033023803,-0.016983716
-0.711369882,-0.879256274,-0.847678116,-0.888251085
-0.832758384,-0.798260406,-0.591990462,-0.631995976
-0.325587244,-0.207467014,-0.061675328,0.077510355
3.671919058,3.426229979,3.333288521,3.327145448
0.302972399,0.222922796,0.418133603,-0.03299966
-0.154313055,-0.226524865,-0.284218286,-0.302067524
2.215257028,2.660739616,2.866106141,3.122141361
-0.811141254,-0.836376109,-0.861882985,-0.854617602
-0.318935819,-0.339283819,-0.383652373,-0.367732896
-0.802826973,-0.825259029,-0.849256435,-0.846609629
-0.380461498,-0.353577208,-0.301579793,-0.074641116
-0.061193108,-0.020064809,0.094578239,0.228060231
-0.483558583,-0.49174663,-0.554110809,-0.609573654
0.349532373,0.205453099,0.44969998,0.429861129
0.161629623,0.200688636,0.411820328,0.562793466
-0.325587244,-0.331343048,-0.369447504,-0.375740868
1.438703183,1.599852557,2.223730369,2.556778528
-0.96578688,-0.626739744,-0.241603677,-0.109876193
-0.698067032,-0.718852692,-0.792436956,-0.824187307
0.203201027,0.254685882,0.433916792,0.521152011
-0.448638602,-0.49174663,-0.560424085,-0.577541766
-0.129370212,0.631078446,1.283052334,1.310738064
-0.535107125,-0.594976658,-0.64880994,-0.696059753
0.307960968,0.410325001,0.512832734,0.695725804
1.74633158,1.62685118,1.532426712,1.517343745
0.211515308,0.342034367,0.359735806,0.224857042
-0.761255568,-0.353577208,-0.421532026,0.024657739
-0.629889928,-0.464748007,-0.442050171,-0.382147246
-0.470255733,-0.50286371,-0.571472317,-0.604768871
0.258075282,0.195924173,0.130879572,0.112745432
-0.180918754,-0.210643322,-0.271591735,-0.302067524
0.141675348,0.102223071,0.047228673,0.029462522
0.063521107,0.033932437,0.085108325,0.098331083
-0.779546986,-0.803024869,-0.861882985,-0.90106384
-0.626564216,-0.601329275,-0.401013881,-0.103469815
0.773560704,0.678723075,0.60121859,0.578809411
-0.087798807,-0.048651586,-0.034843907,-0.063429955
-0.910912626,-0.89990228,-0.964473711,-1.016378639
-0.448638602,-0.725205309,-0.781388724,-0.800163391
-0.398752916,-0.421867842,-0.486243099,-0.519884366
0.642195064,0.537377344,0.411820328,0.381813296
0.038578264,-0.00577142,-0.082193473,-0.101868221
0.203201027,0.367444836,0.635941605,0.417048374
-0.453627171,-0.479041396,-0.508339563,-0.484649289
-0.476907158,-0.501275556,-0.535170983,-0.518282772
-0.599958517,-0.615622664,-0.666171448,-0.688051781
-0.701392745,-0.709323766,-0.749822347,-0.753717153
-0.774558417,-0.7776144,-0.835051565,-0.620784815
-0.556724255,-0.574330653,-0.629870114,-0.659223081
-0.27902727,-0.301168116,-0.375760779,-0.401366379
1.41376034,1.175815364,1.186774884,1.0128415
0.635543639,0.508790567,0.373940675,0.288920819
0.307960968,0.203864945,0.129301253,0.115948621
-0.786198411,-0.526686024,-0.44362849,-0.46703175
1.016337709,1.024940708,0.736954011,0.269701686
0.469258019,0.270567425,0.342374298,0.45548664
1.407108915,1.290162472,1.30199216,1.136164271
2.034005702,1.849192779,1.835463932,1.429256051
-0.86102694,-0.861786577,-0.879244493,-0.856219196
-1.060569684,-1.052365091,-1.098630813,-0.113079382
-0.691415607,-0.715676383,-0.784545362,-0.827390496
-1.043941122,-1.036483548,-0.737195796,-0.567932199
-1.088838239,-1.092068948,-1.147558697,-1.107669521
-0.809478398,-0.812553795,-0.819268376,-0.923486162
-1.063895396,-1.082540022,-1.147558697,-1.20856997
-0.239118721,-0.274169494,-0.33314617,-0.303669119
-0.789524123,-0.812553795,-0.871352898,-0.925087756
0.181583897,0.116516459,0.058276905,0.039072089
-0.839409809,-0.861786577,-0.931329015,-0.976338778
2.090542813,1.96830435,1.882813497,1.868092924
1.601663091,1.445801592,1.377751465,1.402028946
-0.192558748,-0.245582717,-0.312628025,-0.27163723
-0.570027105,-0.59180035,-0.655123216,-0.689653376
-0.420370047,-0.445690156,-0.505182925,-0.535900311
1.227520446,1.047174868,0.907412447,0.766195959
-0.420370047,-0.442513847,-0.494134693,-0.494258856
-0.501850001,-0.523509716,-0.557267447,-0.542306688
4.796009849,4.568112907,4.524919254,4.602014612
-0.608272798,-0.636268669,-0.661436491,-0.638402354
-1.02731256,-1.020602005,0.904255809,0.88951873
-0.964124024,-0.8887852,-0.906075913,-0.763326719
-0.761255568,-0.162998694,1.361968276,1.674299999
-0.709707026,-0.861786577,-0.948690522,-0.923486162
0.884972069,0.851831891,0.79377349,0.751781609
-0.894284064,-0.623563435,-0.689846231,-0.391756812
-0.387112923,-0.418691533,-0.472038229,-0.489454072
-1.06223254,-1.074599251,-1.141245422,-1.190952431
0.640532208,0.618373212,0.629628329,0.598028544
-0.686427039,-0.696618532,-0.741930753,-0.609573654
-0.508501426,-0.529862333,-0.560424085,-0.542306688
2.863770946,2.965665238,3.098119013,3.484101701
-0.62490136,-0.648973904,-0.726147564,-0.771334691
-0.187570179,-0.232877482,-0.298423155,-0.327693035
-1.085512527,-1.106362336,-1.163341886,-1.210171564
0.76192071,0.716838777,0.751158881,0.740570448
3.016753716,2.852906284,2.798238431,2.958778729
-0.14766163,-0.191585471,-0.284218286,-0.337302602
-0.759592712,-0.772849938,-0.849256435,-0.88664949
0.440989464,0.364268527,0.28555482,0.269701686
0.391103778,0.31344759,0.242940211,0.21684907
-0.277364414,-0.304344425,-0.383652373,-0.39816319
-0.603284229,-0.621975281,-0.625135158,-0.736099614
-0.019621703,0.040285054,-0.11375985,-0.27163723
1.972480023,1.839663853,1.784957728,1.786411609
1.79455441,1.720552282,1.646065669,1.623048977
-0.985741155,-0.996779691,-1.056016204,-1.099661549
-0.525129988,-0.561625418,-0.626713476,-0.665629459
-0.057867396,-0.104236986,-0.161109415,-0.197963886
0.000332571,-0.328166739,-0.281061648,-0.17393997
-0.310621538,-0.272581339,-0.331567851,-0.463828561
-0.915901194,-0.939606137,-1.002353363,-1.017980233
0.554063685,0.483380098,0.272928269,0.016649767
-0.086135951,-0.056592357,-0.050627096,-0.066633143
-0.543421406,-0.574330653,-0.631448433,-0.66242627
0.736977867,0.742249246,0.77956862,0.827056547
-1.107129657,-1.106362336,-1.18543835,-1.226187509
-0.589981379,-0.61403451,-0.674063042,-0.710474103
-0.451964315,-0.461571699,-0.563580722,-0.640003948
-0.581667098,-0.615622664,-0.689846231,-0.739302803
-0.787861267,-0.815730103,-0.890292725,-0.896259057
0.948160605,0.956650074,0.997376622,1.054482956
-0.352192943,-0.388516602,-0.456255041,-0.499063639
1.480274588,1.477564677,1.395112972,1.017646284
-0.827769816,-0.84431688,-0.891871043,-0.913876595
-0.558387112,-0.579095115,-0.437315214,-0.246011719
-0.36217008,-0.420279687,-0.475194867,-0.614378438
0.718686449,0.585021972,0.508097778,0.465096206
-0.752941287,-0.78873148,-0.839786521,-0.881844707
-0.162627336,-0.112177757,-0.090085067,-0.117884165
0.780212128,0.726367703,0.654881431,0.62205246
-1.075535389,-1.082540022,-1.145980379,-1.189350837
0.131698211,0.100634917,0.045650354,-0.012178933
-0.310621538,-0.388516602,-0.345772721,-0.018585311
-1.160341056,-1.157183273,-1.209113133,-1.245406642
-0.37547293,-0.398045527,-0.472038229,-0.500665233
-0.034587409,-0.067709437,-0.192675792,-0.294059552
1.375514648,1.259987541,1.182039927,1.171399349
-0.284015839,-0.323402276,-0.391543968,-0.422187106
-0.84772409,-0.720440846,-0.789280318,-0.835398468
-0.990729723,-1.012661234,-1.052859566,-1.102864738
-0.634878497,-0.653738367,-0.727725883,-0.764928314
0.041903976,0.040285054,0.295024733,-0.09065706
1.980794304,1.849192779,1.750234714,1.775200448
1.006360572,0.84389112,0.749580562,0.825454952
-0.127707356,-0.166175003,-0.232133764,-0.265230852
0.770234991,0.686663846,0.617001778,0.604434921
-0.127707356,-0.166175003,-0.232133764,-0.265230852
0.830097814,0.816892497,0.825339867,0.819048575
1.180960472,1.07417349,0.997376622,0.980809612
1.62826879,1.533150077,1.194666478,0.713343343
0.715360737,0.673958612,0.651724793,0.865494813
-0.032924553,0.008521968,0.069325137,-0.000967772
-0.671461333,-0.302756271,0.198747283,0.213645881
2.416462628,2.244643195,2.155862658,2.156379921
-0.087798807,-0.09470806,-0.105868256,-0.11948576
-1.09715252,-1.103186028,-1.163341886,-1.210171564
-0.811141254,-0.836376109,-0.860304666,-0.853016007
-0.217501591,-0.199526242,-0.15479614,0.0358689
-0.601621373,-0.621975281,-0.675641361,-0.728091642
-0.772895561,-0.996779691,-1.038654697,-1.104466332
-0.894284064,-0.87766812,-0.295266518,0.088721516
-0.977426874,-0.972957377,-1.037076378,-0.567932199
-0.214175878,-0.269405031,-0.336302808,-0.289254769
-0.621575647,-0.650562058,-0.71825597,-0.753717153
0.76192071,0.716838777,0.7527372,0.743773637
-0.992392579,-0.992015228,-1.068642755,-1.054816905
-0.37547293,-0.398045527,-0.472038229,-0.500665233
-0.127707356,-0.166175003,-0.232133764,-0.265230852
1.869382939,1.911130796,1.852825439,1.632658544
1.39214321,1.26316385,1.224654536,1.219447182
0.154978198,0.140338774,0.140349485,0.053486439
-0.61159851,-0.645797595,-0.721412608,-0.769733097
-1.053918259,-1.065070325,-1.090739219,-1.093255171
-0.894284064,-0.909431206,-0.958160435,-1.000362694
-0.575015674,-0.596564812,-0.612508607,-0.580744955
0.278029556,0.211805716,0.044072035,0.127159782
-0.079484526,-0.020064809,-0.184784198,-0.340505791
-0.894284064,-0.750615778,-0.500447968,-0.151517648
2.077239964,1.915895259,1.841777207,1.912937568
0.361172366,0.010110123,-0.232133764,0.05028325
0.843400664,0.775600486,0.730640736,0.676506671
-0.862689796,-0.907843051,-0.962895392,-1.011573855
-0.9308669,-0.942782446,-1.000775044,-1.066028066
-0.412055766,-0.423455996,-0.448363446,-0.441406239
-0.86102694,-0.8331998,-0.858726348,-0.833796874
0.173269616,0.108575688,0.044072035,0.015048172
3.770027574,3.550106013,3.448505798,3.466484163
1.932571474,1.865074322,1.835463932,1.631056949
-0.388775779,-0.418691533,-0.489399736,-0.526290744
